Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2024-09-24,Sydney,Australia,98,146.0,50.6,24.8,32.3,2.9,96.4,4.9,59,12.1
2024-09-24,São Paulo,Brazil,73,128.4,117.6,22.7,36.7,5.97,102.9,3.5,37,2.0
2024-09-24,Cairo,Egypt,60,77.3,203.0,5.5,31.0,3.96,117.1,36.7,72,10.7
2024-09-25,New York,USA,33,74.2,285.0,30.8,28.1,0.6,123.0,28.6,41,13.5
2024-09-25,Los Angeles,USA,152,25.5,271.0,20.6,25.4,0.3,22.7,35.3,19,13.1
2024-09-25,London,UK,220,141.6,87.1,6.2,26.9,0.48,169.0,28.0,13,1.8
2024-09-25,Beijing,China,283,16.0,95.0,70.3,15.3,7.83,52.2,-8.6,46,12.0
2024-09-25,Delhi,India,223,50.9,152.5,73.2,33.0,4.63,59.0,21.1,36,14.4
2024-09-25,Paris,France,52,16.4,88.7,100.0,31.7,4.02,167.9,23.5,46,7.4
2024-09-25,Tokyo,Japan,287,193.4,296.1,32.8,21.5,3.1,186.8,15.8,83,2.8
2024-09-25,Sydney,Australia,112,203.2,81.8,50.1,39.9,5.64,193.7,-1.9,64,14.1
2024-09-25,São Paulo,Brazil,88,199.1,179.3,81.9,48.5,2.62,106.6,11.9,21,3.1
2024-09-25,Cairo,Egypt,229,52.8,34.5,52.0,31.2,7.12,174.4,25.5,58,6.9
2024-09-26,New York,USA,250,240.4,67.1,20.1,49.6,5.8,192.5,-1.6,75,2.3
2024-09-26,Los Angeles,USA,94,157.4,125.5,39.0,35.8,0.16,26.1,29.5,66,9.7
2024-09-26,London,UK,200,75.7,178.9,20.1,40.4,5.36,28.6,28.4,40,3.9
2024-09-26,Beijing,China,121,136.3,79.1,5.3,41.4,5.71,77.6,1.2,71,5.8
2024-09-26,Delhi,India,150,198.9,258.3,24.0,23.4,5.5,187.6,9.7,72,5.3
2024-09-26,Paris,France,267,67.7,177.8,96.4,29.3,0.89,68.4,1.2,88,14.4
2024-09-26,Tokyo,Japan,161,202.0,23.8,71.0,13.7,9.56,38.5,13.9,90,6.7
2024-09-26,Sydney,Australia,31,225.6,147.6,46.2,25.0,1.22,104.8,16.4,36,13.2
2024-09-26,São Paulo,Brazil,260,15.7,244.8,40.8,7.2,6.25,27.6,25.2,71,14.5
2024-09-26,Cairo,Egypt,278,211.7,83.5,36.0,36.6,7.51,126.9,9.7,50,8.1
2024-09-27,New York,USA,85,89.3,124.1,32.9,2.1,4.21,140.5,-9.0,38,1.9
2024-09-27,Los Angeles,USA,79,91.7,290.8,50.8,12.4,5.12,165.8,-6.3,36,9.8
2024-09-27,London,UK,243,211.3,266.4,87.9,5.7,4.43,144.0,26.0,12,3.9
2024-09-27,Beijing,China,232,243.8,217.3,7.0,3.3,0.65,98.2,37.8,71,1.6
2024-09-27,Delhi,India,48,62.8,273.4,21.7,34.9,3.69,35.0,18.4,13,4.1
2024-09-27,Paris,France,91,11.5,167.7,30.7,24.3,5.83,139.4,7.4,73,9.4
2024-09-27,Tokyo,Japan,252,155.8,120.4,30.1,12.7,9.55,121.5,-9.6,49,6.4
2024-09-27,Sydney,Australia,48,47.6,61.8,95.3,18.5,5.79,36.8,-9.3,22,11.6
2024-09-27,São Paulo,Brazil,281,192.1,213.2,86.4,48.2,1.6,181.3,38.4,87,0.7
2024-09-27,Cairo,Egypt,139,108.7,208.5,94.1,7.2,5.68,149.7,27.8,61,11.5
2024-09-28,New York,USA,131,234.5,211.5,61.2,17.8,9.19,132.2,0.3,78,8.3
2024-09-28,Los Angeles,USA,61,90.9,129.7,10.8,20.4,4.68,32.7,0.9,49,2.0
2024-09-28,London,UK,203,159.0,211.3,80.5,47.2,1.38,129.4,27.8,47,7.7
2024-09-28,Beijing,China,41,216.3,93.4,10.6,42.9,8.18,135.9,34.6,59,13.8
2024-09-28,Delhi,India,184,120.4,22.0,79.5,40.2,6.4,147.6,20.1,40,8.8
2024-09-28,Paris,France,47,57.6,286.9,57.8,18.2,0.68,100.6,6.7,36,10.5
2024-09-28,Tokyo,Japan,160,114.2,141.3,89.7,16.3,6.31,95.3,12.2,25,10.4
2024-09-28,Sydney,Australia,274,175.6,205.8,48.9,29.3,0.55,193.5,8.8,71,5.5
2024-09-28,São Paulo,Brazil,298,183.3,121.2,16.5,38.4,0.13,130.2,26.0,86,10.5
2024-09-28,Cairo,Egypt,106,130.3,13.1,99.1,11.1,4.6,165.6,34.3,45,13.0
2024-09-29,New York,USA,241,244.0,119.0,47.4,34.0,1.84,165.4,31.2,76,5.7
2024-09-29,Los Angeles,USA,189,106.4,108.6,68.5,9.0,5.08,85.8,6.8,77,13.3
2024-09-29,London,UK,138,196.8,79.0,77.0,10.2,9.61,54.7,21.1,87,4.9
2024-09-29,Beijing,China,271,144.8,296.8,18.5,32.9,3.96,152.3,13.3,40,8.4
2024-09-29,Delhi,India,295,35.6,227.6,59.1,35.9,9.8,22.2,17.2,53,12.7
2024-09-29,Paris,France,270,156.2,42.9,55.1,23.6,3.39,146.4,13.8,52,5.5
2024-09-29,Tokyo,Japan,255,100.8,284.3,45.5,46.1,2.03,169.1,15.1,84,8.6
2024-09-29,Sydney,Australia,222,118.8,181.0,66.7,43.9,9.41,158.2,-3.9,35,0.6
2024-09-29,São Paulo,Brazil,133,66.9,179.6,70.5,24.6,7.54,99.9,0.3,90,12.2
2024-09-29,Cairo,Egypt,90,177.5,63.6,64.7,21.9,7.07,72.1,33.8,65,10.9
2024-09-30,New York,USA,259,135.2,79.1,86.7,41.6,1.57,144.0,-1.4,64,10.4
2024-09-30,Los Angeles,USA,56,182.6,114.8,76.7,22.4,9.25,90.8,21.0,90,9.8
2024-09-30,London,UK,207,201.5,97.4,68.2,2.7,4.51,13.6,37.7,24,12.2
2024-09-30,Beijing,China,46,246.7,230.3,16.4,20.3,5.93,15.8,-6.3,83,5.5
2024-09-30,Delhi,India,120,21.5,80.5,7.2,37.8,1.39,11.1,17.3,21,7.0
2024-09-30,Paris,France,213,52.3,280.8,12.2,33.5,1.7,137.5,37.3,56,13.5
2024-09-30,Tokyo,Japan,45,157.5,21.8,88.7,2.7,7.74,136.2,5.3,57,8.6
2024-09-30,Sydney,Australia,127,112.4,153.5,95.5,21.5,9.14,70.1,18.9,61,12.7
2024-09-30,São Paulo,Brazil,190,9.4,268.2,64.9,29.7,3.72,111.9,23.1,69,4.6
2024-09-30,Cairo,Egypt,164,185.1,84.0,17.3,30.8,8.31,71.8,18.8,36,11.1
2024-10-01,New York,USA,218,68.1,291.8,53.9,21.1,8.57,120.2,36.5,70,11.4
2024-10-01,Los Angeles,USA,255,193.2,250.2,39.4,29.2,6.71,160.0,37.0,40,6.8
2024-10-01,London,UK,98,228.6,180.8,85.7,35.3,0.4,63.6,35.9,35,2.2
2024-10-01,Beijing,China,32,220.8,133.7,71.9,42.4,5.26,116.3,26.4,63,6.8
2024-10-01,Delhi,India,134,172.3,27.5,52.5,16.6,1.06,95.4,-8.1,22,11.2
2024-10-01,Paris,France,234,227.8,110.1,30.9,17.1,5.4,118.1,30.2,23,4.7
2024-10-01,Tokyo,Japan,269,76.5,281.7,62.6,29.3,8.66,51.4,9.2,75,6.1
2024-10-01,Sydney,Australia,34,137.2,216.5,90.7,2.1,1.35,96.1,38.6,34,3.8
2024-10-01,São Paulo,Brazil,192,242.6,282.8,99.6,9.9,3.19,165.8,13.6,66,12.5
2024-10-01,Cairo,Egypt,263,227.4,84.5,23.8,4.1,2.66,193.9,11.9,86,9.6
2024-10-02,New York,USA,267,46.5,47.4,93.0,15.4,3.9,146.5,3.3,40,9.1
2024-10-02,Los Angeles,USA,127,237.4,159.3,84.4,36.9,1.94,149.3,2.4,44,5.1
2024-10-02,London,UK,182,130.7,238.9,60.6,29.6,3.64,107.1,23.1,34,4.7
2024-10-02,Beijing,China,280,33.7,56.6,18.2,26.2,5.79,26.2,22.6,57,12.2
2024-10-02,Delhi,India,194,56.0,146.1,62.3,42.1,1.6,109.8,7.6,55,2.7
2024-10-02,Paris,France,58,138.5,58.9,17.9,16.9,1.9,104.1,4.9,48,6.1
2024-10-02,Tokyo,Japan,43,28.9,26.5,27.1,36.1,6.19,96.8,0.3,77,8.0
2024-10-02,Sydney,Australia,59,120.1,64.3,63.0,4.1,2.31,36.6,31.5,17,10.1
2024-10-02,São Paulo,Brazil,245,12.2,191.5,45.8,4.6,1.86,160.7,22.8,30,10.5
2024-10-02,Cairo,Egypt,271,166.1,178.7,80.5,9.0,4.91,23.3,-2.2,26,7.7
2024-10-03,New York,USA,294,40.3,76.4,65.6,27.5,9.55,21.4,26.7,22,9.9
2024-10-03,Los Angeles,USA,282,179.1,177.1,45.4,42.5,2.42,24.3,-5.8,73,4.7
2024-10-03,London,UK,213,15.3,69.9,26.1,13.3,3.19,85.6,-1.9,20,5.1
2024-10-03,Beijing,China,255,106.2,233.7,13.8,28.2,2.29,105.2,-0.2,39,5.3
2024-10-03,Delhi,India,209,58.2,57.2,51.5,49.8,4.38,30.3,35.0,48,6.0
2024-10-03,Paris,France,292,230.0,297.1,16.3,45.2,0.52,94.2,37.7,11,11.2
2024-10-03,Tokyo,Japan,256,185.6,212.5,73.1,3.7,7.83,52.6,19.4,66,8.4
2024-10-03,Sydney,Australia,156,137.9,277.8,61.2,47.7,3.1,130.1,6.2,57,4.3
2024-10-03,São Paulo,Brazil,63,164.2,222.1,24.8,31.9,9.97,175.3,11.7,16,8.4
2024-10-03,Cairo,Egypt,134,166.8,259.1,89.5,39.5,3.75,111.3,18.3,59,14.9
2024-10-04,New York,USA,117,202.2,234.8,95.4,5.1,1.15,25.1,18.5,73,12.9
2024-10-04,Los Angeles,USA,137,199.9,248.2,60.4,3.0,3.26,117.4,-0.1,76,3.8
2024-10-04,London,UK,104,12.5,200.6,34.1,20.1,3.55,80.5,28.9,46,10.8
2024-10-04,Beijing,China,77,80.1,17.5,62.2,21.8,8.47,112.2,25.7,23,1.8
2024-10-04,Delhi,India,103,27.2,110.1,78.2,31.0,6.13,111.3,7.3,19,1.6
2024-10-04,Paris,France,210,9.6,154.0,11.5,15.3,3.29,38.0,32.0,37,6.0
2024-10-04,Tokyo,Japan,40,190.6,197.3,45.6,27.2,8.64,96.9,33.9,25,5.6
2024-10-04,Sydney,Australia,103,206.6,187.6,27.6,9.4,8.43,34.5,-9.5,43,8.8
2024-10-04,São Paulo,Brazil,218,208.1,43.2,87.3,6.9,3.46,12.6,30.9,42,9.3
2024-10-04,Cairo,Egypt,177,189.0,236.9,31.8,22.4,4.75,199.3,7.4,63,1.0
2024-10-05,New York,USA,77,77.2,236.0,79.8,44.2,8.56,88.1,-9.6,43,12.1
2024-10-05,Los Angeles,USA,96,126.9,144.5,50.4,23.0,6.22,163.9,33.2,50,9.1
2024-10-05,London,UK,62,152.3,119.2,48.5,2.4,3.58,28.1,36.6,23,1.2
2024-10-05,Beijing,China,147,40.4,156.7,8.1,35.7,1.91,16.3,18.6,69,11.1
2024-10-05,Delhi,India,220,69.5,82.7,96.6,16.1,0.39,40.0,12.1,30,15.0
2024-10-05,Paris,France,111,84.8,20.0,92.2,11.7,2.08,21.7,6.9,82,3.4
2024-10-05,Tokyo,Japan,268,41.7,15.1,29.1,36.3,2.44,79.6,34.1,54,12.0
2024-10-05,Sydney,Australia,209,164.4,176.2,82.7,7.6,9.0,113.0,33.1,10,14.3
2024-10-05,São Paulo,Brazil,233,150.6,241.6,98.1,39.3,5.63,81.2,-3.6,83,7.3
2024-10-05,Cairo,Egypt,205,87.5,19.6,58.5,33.6,8.98,119.8,-1.9,34,3.3
2024-10-06,New York,USA,177,83.1,176.2,34.3,23.8,7.32,24.7,39.8,11,10.0
2024-10-06,Los Angeles,USA,67,137.2,38.8,96.5,50.0,6.35,198.5,37.7,42,15.0
2024-10-06,London,UK,109,172.7,288.7,23.8,36.9,8.6,36.7,4.6,90,8.2
2024-10-06,Beijing,China,195,22.4,12.8,92.4,17.4,7.13,146.4,33.4,71,3.1
2024-10-06,Delhi,India,214,131.5,91.1,15.4,18.2,0.68,134.3,12.5,70,12.4
2024-10-06,Paris,France,211,28.5,224.3,70.1,28.9,6.22,15.2,-3.2,86,8.4
2024-10-06,Tokyo,Japan,257,45.1,224.8,32.8,36.6,5.51,69.4,-3.5,64,1.2
2024-10-06,Sydney,Australia,68,133.1,54.8,62.3,26.0,6.29,105.5,25.7,29,14.3
2024-10-06,São Paulo,Brazil,269,97.2,212.8,23.9,48.0,9.83,48.9,5.3,23,14.9
2024-10-06,Cairo,Egypt,270,59.8,109.8,83.3,28.6,0.58,168.3,9.0,65,7.2
2024-10-07,New York,USA,278,108.4,217.1,97.1,37.0,1.41,143.6,-2.6,72,0.9
2024-10-07,Los Angeles,USA,150,222.1,152.0,54.4,16.7,7.84,173.6,17.6,48,1.2
2024-10-07,London,UK,36,60.7,36.5,69.3,24.6,1.15,176.7,23.8,34,4.6
2024-10-07,Beijing,China,110,114.1,110.1,15.7,47.8,3.1,193.5,-7.7,54,1.2
2024-10-07,Delhi,India,39,166.3,115.2,20.6,34.0,8.45,82.8,4.9,36,1.6
2024-10-07,Paris,France,240,229.0,281.8,28.0,8.0,5.17,34.1,5.2,22,6.6
2024-10-07,Tokyo,Japan,82,168.0,287.3,93.6,20.7,1.66,97.8,7.0,23,13.9
2024-10-07,Sydney,Australia,38,198.5,206.0,99.9,40.2,3.88,120.1,39.4,81,4.1
2024-10-07,São Paulo,Brazil,296,88.9,57.1,12.7,15.4,8.35,82.7,20.2,13,14.3
2024-10-07,Cairo,Egypt,249,97.7,197.4,91.5,45.8,1.02,119.4,25.1,65,13.3
2024-10-08,New York,USA,268,45.4,147.8,78.2,39.3,4.24,132.4,19.1,79,10.4
2024-10-08,Los Angeles,USA,46,5.3,86.0,17.9,39.5,3.12,55.3,32.4,75,12.3
2024-10-08,London,UK,56,242.9,269.9,32.1,29.1,1.19,66.0,2.7,34,8.2
2024-10-08,Beijing,China,158,139.9,85.9,27.5,6.7,5.6,184.4,17.2,74,12.9
2024-10-08,Delhi,India,85,91.5,167.0,26.5,48.4,1.02,46.3,31.9,36,9.3
2024-10-08,Paris,France,120,112.5,200.4,13.5,25.0,5.24,15.6,-8.3,86,8.7
2024-10-08,Tokyo,Japan,57,162.0,196.5,17.2,14.4,1.94,156.0,10.5,34,4.3
2024-10-08,Sydney,Australia,163,165.4,182.2,72.2,3.6,0.37,182.3,22.1,29,10.9
2024-10-08,São Paulo,Brazil,259,215.6,273.3,91.0,47.5,3.21,15.4,11.7,65,8.9
2024-10-08,Cairo,Egypt,208,25.0,280.3,30.2,42.2,3.69,86.4,28.5,46,12.4
2024-10-09,New York,USA,212,211.7,231.5,27.6,12.2,6.79,170.6,-6.5,17,11.8
2024-10-09,Los Angeles,USA,214,135.7,205.7,94.9,18.9,1.07,30.9,33.8,19,4.3
2024-10-09,London,UK,218,48.4,270.6,91.4,29.5,3.56,49.6,14.7,10,12.4
2024-10-09,Beijing,China,232,188.1,248.4,53.3,5.2,5.14,42.4,4.4,64,1.9
2024-10-09,Delhi,India,145,18.4,60.7,30.8,32.0,3.18,13.7,13.4,18,5.8
2024-10-09,Paris,France,216,34.8,153.9,19.5,11.8,7.41,90.5,16.5,24,13.0
2024-10-09,Tokyo,Japan,168,153.0,94.3,49.5,16.1,0.94,37.0,37.6,38,13.0
2024-10-09,Sydney,Australia,91,75.4,227.4,90.5,2.2,6.12,13.6,-6.1,73,11.2
2024-10-09,São Paulo,Brazil,236,16.7,87.2,16.0,30.2,9.48,147.9,17.2,33,0.8
2024-10-09,Cairo,Egypt,266,39.4,183.6,64.2,41.8,7.23,123.0,-9.5,32,10.3
2024-10-10,New York,USA,81,133.0,149.7,88.5,4.0,3.67,100.4,12.7,67,7.6
2024-10-10,Los Angeles,USA,90,56.0,120.1,33.8,8.4,3.0,109.1,39.1,11,12.2
2024-10-10,London,UK,45,16.4,16.4,76.4,17.5,7.07,139.7,-1.2,37,5.9
2024-10-10,Beijing,China,267,235.6,31.3,80.9,8.7,2.29,129.4,22.3,50,1.8
2024-10-10,Delhi,India,294,194.8,268.2,76.9,45.8,9.34,43.5,31.4,39,13.5
2024-10-10,Paris,France,174,227.2,168.4,91.9,24.4,3.86,124.1,2.3,64,11.1
2024-10-10,Tokyo,Japan,239,200.9,190.6,18.6,6.4,0.37,28.0,36.4,85,10.9
2024-10-10,Sydney,Australia,155,18.2,105.3,57.6,34.1,2.5,31.7,14.5,88,0.6
2024-10-10,São Paulo,Brazil,49,17.0,174.8,85.2,40.9,5.38,56.6,34.5,12,9.1
2024-10-10,Cairo,Egypt,40,138.7,160.8,7.1,44.0,3.45,51.2,12.4,29,7.0
2024-10-11,New York,USA,125,210.1,83.1,76.8,34.2,8.71,68.1,34.0,51,11.7
2024-10-11,Los Angeles,USA,53,38.0,153.9,45.5,49.3,0.88,172.4,31.1,34,6.8
2024-10-11,London,UK,92,67.0,12.3,58.6,41.4,8.5,28.8,17.0,81,8.6
2024-10-11,Beijing,China,154,198.2,147.0,18.1,2.3,3.17,152.3,-3.2,67,0.9
2024-10-11,Delhi,India,162,188.0,123.4,24.1,40.8,6.5,183.2,14.4,65,5.0
2024-10-11,Paris,France,257,229.5,168.4,56.8,8.9,8.64,199.6,26.7,22,3.9
2024-10-11,Tokyo,Japan,51,36.0,23.6,37.2,29.7,6.18,185.7,5.3,52,2.0
2024-10-11,Sydney,Australia,43,160.8,73.5,18.5,48.5,3.74,55.5,26.2,15,4.0
2024-10-11,São Paulo,Brazil,290,97.2,230.0,30.8,21.2,7.86,37.6,9.3,62,5.0
2024-10-11,Cairo,Egypt,99,227.1,93.1,54.1,14.3,5.98,113.7,14.0,41,7.8
2024-10-12,New York,USA,206,202.6,104.1,16.8,38.2,0.12,115.8,37.9,19,10.0
2024-10-12,Los Angeles,USA,107,80.4,120.6,32.6,7.3,3.55,45.7,17.2,60,6.5
2024-10-12,London,UK,131,60.1,282.3,94.2,22.8,6.25,45.2,18.4,33,13.8
2024-10-12,Beijing,China,54,7.4,226.3,23.4,8.7,1.6,159.3,6.9,12,2.0
2024-10-12,Delhi,India,96,28.7,82.8,14.4,19.0,7.88,192.9,-0.5,60,1.1
2024-10-12,Paris,France,188,211.2,140.2,61.7,24.0,9.48,164.5,19.8,86,5.1
2024-10-12,Tokyo,Japan,37,246.0,165.0,87.9,20.5,1.29,47.2,13.4,15,3.5
2024-10-12,Sydney,Australia,191,166.8,173.8,91.2,40.5,3.42,59.3,13.8,13,7.0
2024-10-12,São Paulo,Brazil,199,5.1,155.1,43.6,33.3,6.16,99.2,23.9,84,1.1
2024-10-12,Cairo,Egypt,180,168.2,78.0,94.7,13.4,1.51,171.3,-4.8,85,9.6
2024-10-13,New York,USA,169,154.7,97.1,27.8,25.2,8.99,164.9,16.8,40,3.2
2024-10-13,Los Angeles,USA,42,245.1,101.5,55.1,26.9,7.31,29.2,12.3,33,2.0
2024-10-13,London,UK,296,33.3,160.4,93.5,45.0,1.72,124.6,34.3,79,5.3
2024-10-13,Beijing,China,223,106.5,74.6,89.5,29.3,5.0,144.0,21.7,49,14.4
2024-10-13,Delhi,India,224,48.8,129.3,8.0,2.7,6.11,199.7,-0.3,32,10.4
2024-10-13,Paris,France,229,108.1,24.1,60.7,45.7,0.81,123.5,7.2,54,13.0
2024-10-13,Tokyo,Japan,201,46.9,236.9,70.3,23.4,9.66,94.9,22.8,60,11.9
2024-10-13,Sydney,Australia,296,53.9,255.9,97.0,17.7,5.31,59.9,17.9,35,6.2
2024-10-13,São Paulo,Brazil,114,122.3,215.3,73.1,21.0,6.75,122.4,-9.8,15,14.6
2024-10-13,Cairo,Egypt,100,43.3,117.4,85.3,45.0,8.61,75.4,7.8,39,4.2
2024-10-14,New York,USA,186,199.8,119.2,26.6,46.7,8.61,78.6,11.5,34,7.3
2024-10-14,Los Angeles,USA,97,208.2,282.7,24.1,30.6,6.78,76.3,16.2,86,1.2
2024-10-14,London,UK,237,135.1,180.8,55.9,9.9,9.91,162.4,-6.2,44,12.1
2024-10-14,Beijing,China,37,172.8,143.7,41.9,38.1,3.94,123.7,31.4,22,0.7
2024-10-14,Delhi,India,188,127.5,130.7,17.6,46.9,3.45,186.5,22.5,26,5.6
2024-10-14,Paris,France,179,61.5,17.5,59.6,12.6,4.36,46.4,20.7,45,0.9
2024-10-14,Tokyo,Japan,165,155.4,244.4,16.3,10.6,3.95,36.4,-7.9,30,12.4
2024-10-14,Sydney,Australia,173,241.3,42.5,50.0,7.3,4.68,25.0,-1.8,43,3.5
2024-10-14,São Paulo,Brazil,71,114.1,95.0,95.3,17.9,1.5,24.3,39.0,30,2.7
2024-10-14,Cairo,Egypt,143,77.2,143.9,72.3,39.1,2.26,140.9,36.5,49,1.6
2024-10-15,New York,USA,79,137.4,273.6,56.0,36.8,1.04,62.3,29.2,53,9.9
2024-10-15,Los Angeles,USA,246,180.6,19.8,79.3,9.1,9.59,17.0,37.5,26,12.5
2024-10-15,London,UK,285,125.9,55.3,70.8,13.0,7.7,194.5,20.8,40,6.2
2024-10-15,Beijing,China,237,39.6,86.6,20.2,6.8,7.89,135.7,-2.9,38,5.1
2024-10-15,Delhi,India,54,140.0,266.0,67.5,46.7,9.45,62.4,26.5,10,3.0
2024-10-15,Paris,France,269,137.3,267.2,9.8,22.6,5.07,144.2,24.6,25,8.4
2024-10-15,Tokyo,Japan,282,74.5,178.3,12.7,2.0,2.01,124.3,38.9,35,8.0
2024-10-15,Sydney,Australia,240,18.1,199.4,81.1,2.7,3.95,21.1,24.9,32,5.4
2024-10-15,São Paulo,Brazil,97,19.3,22.2,17.7,43.2,8.2,78.9,28.3,75,4.5
2024-10-15,Cairo,Egypt,229,190.7,190.1,23.8,45.8,9.34,183.5,6.0,65,1.2
2024-10-16,New York,USA,30,35.2,267.2,56.5,39.1,3.88,102.4,1.3,32,7.7
2024-10-16,Los Angeles,USA,159,151.0,31.7,46.8,25.7,1.43,72.9,17.2,71,0.5
2024-10-16,London,UK,205,244.4,147.0,78.8,43.5,4.45,179.3,21.6,29,4.9
2024-10-16,Beijing,China,44,145.9,294.8,50.8,46.0,0.4,86.5,27.3,59,6.1
2024-10-16,Delhi,India,288,131.2,27.6,49.4,8.7,8.94,187.1,7.6,73,6.6
2024-10-16,Paris,France,32,159.8,99.9,66.8,39.2,0.42,18.2,32.3,22,4.3
2024-10-16,Tokyo,Japan,123,106.9,163.5,64.1,31.6,2.43,11.7,33.1,56,10.3
2024-10-16,Sydney,Australia,224,92.2,35.0,78.4,8.3,4.53,184.6,27.0,43,5.8
2024-10-16,São Paulo,Brazil,266,59.8,28.1,68.4,22.4,1.91,24.1,28.5,14,12.7
2024-10-16,Cairo,Egypt,106,44.5,11.7,55.3,11.5,1.16,168.9,14.8,70,3.1
2024-10-17,New York,USA,230,76.7,88.5,85.4,20.9,3.64,156.4,11.4,34,8.5
2024-10-17,Los Angeles,USA,242,221.2,166.0,59.0,48.0,7.57,197.4,11.7,82,2.6
2024-10-17,London,UK,251,65.6,279.1,52.3,3.9,1.25,160.7,19.1,79,8.7
2024-10-17,Beijing,China,267,14.5,209.3,29.0,19.9,8.38,28.7,7.3,58,7.9
2024-10-17,Delhi,India,166,123.5,70.8,90.2,37.7,4.82,89.2,-4.3,58,4.5
2024-10-17,Paris,France,188,187.1,241.8,81.6,11.8,1.0,89.0,12.8,19,3.2
2024-10-17,Tokyo,Japan,198,238.1,87.2,78.3,14.2,1.46,17.7,12.4,15,1.0
2024-10-17,Sydney,Australia,139,44.6,44.3,38.3,49.8,6.04,178.0,34.3,44,3.9
2024-10-17,São Paulo,Brazil,134,82.8,56.0,79.6,3.5,8.24,88.9,-3.3,27,1.0
2024-10-17,Cairo,Egypt,100,186.1,247.8,31.2,33.1,2.59,98.1,39.5,80,7.7
2024-10-18,New York,USA,78,163.7,237.1,87.6,2.8,9.84,25.3,2.7,73,3.8
2024-10-18,Los Angeles,USA,54,242.7,203.4,29.4,17.0,6.85,28.0,33.9,11,11.4
2024-10-18,London,UK,79,111.4,50.1,16.8,22.9,5.02,133.1,31.0,60,12.6
2024-10-18,Beijing,China,35,84.9,130.7,27.5,4.9,7.94,136.5,11.7,84,11.7
2024-10-18,Delhi,India,186,93.8,16.8,12.8,27.3,5.97,192.0,14.5,45,1.7
2024-10-18,Paris,France,259,54.5,18.3,30.1,13.8,1.88,71.6,-5.5,85,14.9
2024-10-18,Tokyo,Japan,59,12.8,142.7,86.1,39.0,2.4,183.3,-5.1,54,11.6
2024-10-18,Sydney,Australia,123,26.8,262.5,9.3,47.0,6.1,72.3,32.6,47,6.8
2024-10-18,São Paulo,Brazil,103,28.9,230.1,88.8,47.2,8.41,168.1,9.1,11,1.3
2024-10-18,Cairo,Egypt,110,154.1,50.0,53.8,16.5,2.55,128.2,32.7,47,6.9
2024-10-19,New York,USA,132,169.7,199.6,43.9,8.4,4.4,21.9,24.0,84,10.2
2024-10-19,Los Angeles,USA,209,112.4,193.5,72.3,31.4,3.83,124.1,38.2,51,6.8
2024-10-19,London,UK,131,237.2,290.8,36.3,2.6,2.13,185.8,17.7,66,14.5
2024-10-19,Beijing,China,161,25.7,294.2,33.3,48.4,4.55,172.5,13.9,72,13.6
2024-10-19,Delhi,India,287,88.6,249.5,77.9,33.3,7.31,159.3,30.1,20,4.7
2024-10-19,Paris,France,267,86.9,141.6,50.6,37.1,2.19,80.0,-6.2,37,0.5
2024-10-19,Tokyo,Japan,295,104.2,192.6,96.5,4.3,1.76,61.8,36.9,25,13.4
2024-10-19,Sydney,Australia,172,177.9,57.1,30.2,9.3,2.8,129.8,2.2,17,4.4
2024-10-19,São Paulo,Brazil,78,9.5,244.2,53.8,38.6,7.45,143.3,-2.9,78,14.1
2024-10-19,Cairo,Egypt,252,141.4,162.1,47.1,30.6,0.65,75.7,17.6,11,14.6
2024-10-20,New York,USA,67,78.4,216.9,6.6,4.0,6.46,112.3,11.4,39,9.3
2024-10-20,Los Angeles,USA,152,82.1,28.0,33.2,40.3,1.47,57.6,33.2,38,10.6
2024-10-20,London,UK,152,53.9,217.2,27.4,16.3,7.48,56.8,37.2,87,0.6
2024-10-20,Beijing,China,170,241.2,123.6,72.8,32.5,7.97,155.5,29.9,66,6.9
2024-10-20,Delhi,India,153,248.7,33.3,40.1,28.7,3.01,47.8,33.2,14,2.4
2024-10-20,Paris,France,103,86.1,227.6,35.2,17.2,5.53,17.7,-1.8,74,10.3
2024-10-20,Tokyo,Japan,132,248.6,11.4,27.5,10.4,2.61,74.0,6.8,69,1.0
2024-10-20,Sydney,Australia,96,12.0,209.9,62.6,36.4,9.07,75.1,33.8,53,6.0
2024-10-20,São Paulo,Brazil,247,5.6,295.0,58.4,22.8,0.3,28.3,39.4,31,7.2
2024-10-20,Cairo,Egypt,298,29.4,59.2,20.9,18.7,4.97,126.8,20.1,22,14.8
2024-10-21,New York,USA,216,191.4,18.5,52.8,30.7,2.15,193.3,24.2,50,3.3
2024-10-21,Los Angeles,USA,262,154.0,190.7,91.9,23.4,4.72,74.7,23.9,89,2.0
2024-10-21,London,UK,175,9.3,298.8,39.6,35.6,0.86,80.8,20.6,88,1.5
2024-10-21,Beijing,China,154,239.6,201.3,35.6,27.0,2.04,88.0,28.6,54,3.6
2024-10-21,Delhi,India,78,114.8,282.1,82.2,48.1,3.55,196.3,2.6,42,13.2
2024-10-21,Paris,France,85,13.5,264.2,37.7,5.4,2.48,61.3,18.9,25,13.8
2024-10-21,Tokyo,Japan,300,141.3,101.8,10.5,5.1,6.55,55.9,-7.4,43,12.5
2024-10-21,Sydney,Australia,278,73.0,242.9,100.0,28.5,5.49,10.3,19.8,40,9.7
